px_true,py_true,vx_true,vy_true,yaw_true,px_estimate,py_estimate,vx_estimate,vy_estimate,yaw_estimate,Sensor Type,NIS
-3.7504,4.1591,-1.7475,-4.8943,-1.9137,-3.8103,4.1749,-1.9114,-4.8986,-1.9428,L,2.7954
-3.8381,3.9145,-1.7590,-4.8892,-1.9162,-3.8904,3.9316,-1.8173,-4.9274,-1.9241,R,1.2873
-3.9263,3.6702,-1.7721,-4.8833,-1.9189,-3.9660,3.6937,-1.7896,-4.9192,-1.9197,L,0.5536
-4.0153,3.4262,-1.7869,-4.8767,-1.9220,-4.0717,3.4826,-1.8972,-4.8462,-1.9439,R,3.8072
-4.1051,3.1825,-1.8032,-4.8692,-1.9255,-4.1641,3.2374,-1.9033,-4.8458,-1.9451,L,0.0254
-4.1957,2.9392,-1.8211,-4.8610,-1.9293,-4.2766,2.9875,-1.9882,-4.8303,-1.9613,R,0.6240
-4.2873,2.6963,-1.8406,-4.8520,-1.9334,-4.3653,2.7177,-1.9754,-4.8622,-1.9567,L,1.5519
-4.3798,2.4539,-1.8617,-4.8422,-1.9379,-4.4515,2.4667,-1.9255,-4.8843,-1.9463,R,0.3127
-4.4735,2.2120,-1.8844,-4.8315,-1.9427,-4.5541,2.2057,-1.9363,-4.9043,-1.9468,L,0.8277
-4.5684,1.9707,-1.9085,-4.8199,-1.9478,-4.6650,1.9754,-2.0979,-4.8280,-1.9807,R,3.5846
-4.6644,1.7300,-1.9342,-4.8075,-1.9533,-4.7791,1.7087,-2.1294,-4.8514,-1.9844,L,1.9368
-4.7619,1.4899,-1.9614,-4.7942,-1.9591,-4.9015,1.4640,-2.2300,-4.8201,-2.0041,R,0.4254
-4.8607,1.2505,-1.9901,-4.7799,-1.9653,-4.9660,1.2218,-2.1861,-4.8121,-1.9972,L,4.7672
-4.9609,1.0118,-2.0202,-4.7647,-1.9718,-5.0630,0.9965,-2.1624,-4.7943,-1.9945,R,1.0638
-5.0628,0.7739,-2.0517,-4.7485,-1.9787,-5.1275,0.7562,-2.1145,-4.7898,-1.9865,L,4.0473
-5.1662,0.5369,-2.0847,-4.7313,-1.9858,-5.2172,0.4716,-2.1028,-4.8440,-1.9804,R,5.4595
-5.2713,0.3007,-2.1191,-4.7130,-1.9933,-5.2936,0.2263,-2.0721,-4.8444,-1.9750,L,1.5504
-5.3782,0.0655,-2.1548,-4.6937,-2.0012,-5.4024,-0.0129,-2.0193,-4.8614,-1.9645,R,21.2645
-5.4869,-0.1688,-2.1918,-4.6733,-2.0093,-5.4733,-0.2578,-1.9703,-4.8672,-1.9554,L,1.6561
-5.5975,-0.4020,-2.2301,-4.6518,-2.0178,-5.5976,-0.4502,-2.0826,-4.7715,-1.9823,R,3.9702
-5.7100,-0.6341,-2.2697,-4.6292,-2.0267,-5.7375,-0.6420,-2.1965,-4.6803,-2.0096,L,2.8981
-5.8246,-0.8650,-2.3106,-4.6054,-2.0358,-5.8542,-0.8646,-2.3339,-4.6120,-2.0393,R,5.1261
-5.9412,-1.0947,-2.3526,-4.5803,-2.0453,-5.9479,-1.1276,-2.3043,-4.6562,-2.0304,L,1.3802
-6.0599,-1.3232,-2.3958,-4.5540,-2.0551,-6.0335,-1.3917,-2.2515,-4.7058,-2.0171,R,2.8368
-6.1809,-1.5503,-2.4401,-4.5265,-2.0652,-6.1742,-1.6003,-2.3521,-4.6379,-2.0402,L,1.0246
-6.3041,-1.7759,-2.4855,-4.4976,-2.0757,-6.3219,-1.8224,-2.5762,-4.5395,-2.0870,R,3.5639
-6.4295,-2.0001,-2.5320,-4.4674,-2.0864,-6.4273,-2.0699,-2.5684,-4.5581,-2.0839,L,0.6971
-6.5574,-2.2228,-2.5795,-4.4359,-2.0975,-6.5804,-2.2730,-2.6599,-4.4833,-2.1063,R,2.8800
-6.6876,-2.4439,-2.6279,-4.4029,-2.1089,-6.7319,-2.4822,-2.7570,-4.4162,-2.1289,L,0.2940
-6.8203,-2.6632,-2.6772,-4.3685,-2.1206,-6.8898,-2.6902,-2.8624,-4.3455,-2.1533,R,0.8867
-6.9555,-2.8808,-2.7274,-4.3326,-2.1326,-6.9769,-2.9594,-2.7629,-4.4422,-2.1272,L,3.0592
-7.0932,-3.0966,-2.7784,-4.2952,-2.1450,-7.1047,-3.1858,-2.7473,-4.4438,-2.1245,R,0.3272
-7.2334,-3.3105,-2.8302,-4.2563,-2.1576,-7.2296,-3.3875,-2.7792,-4.3929,-2.1349,L,1.3668
-7.3763,-3.5224,-2.8827,-4.2159,-2.1705,-7.3740,-3.6305,-2.7981,-4.4111,-2.1361,R,4.4977
-7.5218,-3.7322,-2.9358,-4.1738,-2.1838,-7.5383,-3.7779,-2.9481,-4.2392,-2.1785,L,4.6365
-7.6700,-3.9399,-2.9895,-4.1301,-2.1973,-7.6839,-3.9852,-3.0023,-4.1984,-2.1916,R,0.4497
-7.8209,-4.1454,-3.0438,-4.0848,-2.2112,-7.8353,-4.2124,-3.0338,-4.1979,-2.1966,L,0.4862
-7.9746,-4.3485,-3.0986,-4.0378,-2.2253,-7.9855,-4.4298,-3.0581,-4.1864,-2.2017,R,0.4034
-8.1310,-4.5493,-3.1538,-3.9891,-2.2398,-8.1425,-4.6657,-3.0812,-4.2040,-2.2033,L,1.2566
-8.2901,-4.7476,-3.2093,-3.9386,-2.2545,-8.2764,-4.8821,-2.9958,-4.2340,-2.1866,R,2.4880
-8.4520,-4.9433,-3.2651,-3.8864,-2.2695,-8.4053,-5.1049,-2.9665,-4.2543,-2.1797,L,0.2826
-8.6168,-5.1364,-3.3212,-3.8324,-2.2849,-8.5480,-5.2885,-2.9451,-4.2141,-2.1808,R,4.1581
-8.7843,-5.3267,-3.3774,-3.7766,-2.3005,-8.7426,-5.4805,-3.0748,-4.1313,-2.2106,L,1.7114
-8.9547,-5.5142,-3.4338,-3.7190,-2.3163,-8.8978,-5.6843,-3.0846,-4.1155,-2.2140,R,0.3690
-9.1279,-5.6987,-3.4901,-3.6596,-2.3325,-9.0572,-5.8707,-3.1333,-4.0611,-2.2279,L,0.2805
-9.3039,-5.8803,-3.5464,-3.5982,-2.3489,-9.1899,-6.0476,-3.0795,-4.0359,-2.2226,R,6.8899
-9.4827,-6.0587,-3.6026,-3.5350,-2.3657,-9.3825,-6.1504,-3.2581,-3.8076,-2.2786,L,6.2889
-9.6643,-6.2339,-3.6586,-3.4699,-2.3827,-9.5542,-6.3377,-3.2953,-3.7728,-2.2887,R,0.8670
-9.8487,-6.4058,-3.7143,-3.4029,-2.3999,-9.6934,-6.5445,-3.2585,-3.8069,-2.2787,L,0.3062
-10.0359,-6.5743,-3.7697,-3.3340,-2.4174,-9.9214,-6.6946,-3.4739,-3.6335,-2.3337,R,6.8018
-10.2259,-6.7393,-3.8246,-3.2632,-2.4352,-10.1306,-6.8491,-3.6007,-3.5071,-2.3694,L,0.5662
